Description,Price
"I have a 2017 Toyota Corolla Axio Hybrid, white with white interior, used. It's a diesel, with 91667 km, and has clocked 91667 km.",22990
"I have a 2009 Lexus IS250C Sports Luxury, a sleek silver exterior. It's an automatic with a 2.5 L, 6 cyl engine, rear drive, and has clocked only 100500 km.",22999
"I am looking at a 2019 Hyundai Ioniq Electric Premium, blue, 0 L hatchback, automatic, 5-door hatchback, 5-seater, with 5 seats.",39990
"I am looking at a used 2015 BMW 4 SERIES 420i Gran Coupe, grey with an automatic transmission, rear drive, and 92513 km on the odometer.",32900
"I have a 2018 Kia RIO GT-Line, a hatchback in white with an automatic transmission, 1 L, 3 cyl engine, and 90724 km on the odometer.",19999
"I am looking at a 2009 Mazda 2 NEO, a grey hatchback with black interior. It's an automatic with a 1.5 L, 4 cyl engine, and has done 139289 km.",11390
"There is a used 2010 Mercedes-Benz C200 CGI in grey, featuring an automatic transmission, 1.8 L, 4 cyl engine, rear drive, and 104900 km on the clock.",15995
"I have a 2014 Mitsubishi Triton GLX, a white 2014 Mitsubishi Triton GLX, used. It's an automatic with a 2.5 L, 4 cyl engine, and has clocked 253555 km.",18990
"I am looking at a 2010 Toyota Estima ACR50 AERAS-G, white, automatic, used. It's a used model with 120762 km.",17990
"I am looking at a 2012 Subaru WRX Premium, white with a black interior. It's a 4-cylinder, 2.5 L engine, 4-cylinder, and has clocked 138199 km.",23995
"I am looking at a used blacktown MG 2023 MG ZST. It's a used model, with a 1.3L 3-cylinder engine, front-wheel drive, and has clocked only 15 kilometers.",33690
"It's a 2015 Nissan Pulsar ST, silver with a black interior, used. Features include an automatic transmission, 1.8 L, 4 cyl engine, and 72927 km on the clock.",16984
"I am looking at a 2014 Audi Q5 2.0 TDI Quattro, grey, used. It comes with an automatic gearbox and has traveled 123500 km.",23990
"I have a 2015 Mazda CX-3 S Touring, red with a diesel 1.5L engine, automatic, and AWD. It's clocked 158831 km.",21950
"I have a 2014 Mercedes-Benz S400 S-Class S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400 S400, used.",69990
"I am looking at a 2019 Kia Cerato Sport NAV, white, cyl 2L 4-cylinder engine, front-wheel drive, automatic, 5 doors, 5 seats.",22990
"I have a 2016 BMW 430I M Sport, 2L 4 cyl, automatic, rear-wheel drive, grey color, red interior, used with 31620 km driven.",45555
"I have a 2016 Ford Ranger XLT 3.2L diesel engine, white with grey interior, used. It's a 5-cylinder, 3.2L diesel, automatic, with 88961 km.",38990
"I am looking at a 2012 BMW 116I, blue, 1.6 L 4-cyl, automatic, rear-wheel drive, blue, with 133884 km on it.",14900
"I have a 2019 Mercedes-Benz GLC300 4Matic, white with black interior. It's a 4-door SUV with a 2L engine, 5 seats, and has clocked 42159 km.",68888
"A 2021 Toyota RAV4 Edge is available, blue with a grey interior. It's an automatic with a 2.5L engine, AWD, and has 28785 km.",54800
"I am looking at a white 2016 Toyota Yaris Ascent. It's a hatchback with an automatic transmission, 1.3 L, 4 cyl engine, and 73318 kilometers on record.",19990
"There is a used 2017 Subaru XV 2.0I in silver, featuring a black interior. It's an automatic with a 2L engine, AWD, and has 82951 km.",26790
"I am looking at a used 2017 Audi SQ7 4.0 TDI V8 Quattro. It features a 4 L, 8 cyl diesel engine, automatic, and AWD. It's done only 5 seats.",72880
"I have a 2015 Volkswagen Caddy TSI160, a white commercial vehicle with an automatic transmission. It's a 4-cylinder, 1.2-liter engine, and has clocked 204361 km.",14880
"I have a 2016 BMW M4 M4 coupe, sleek in black. It's an automatic with a 3 L, 4-cylinder engine, rear drive, and has clocked 99978 km.",69888
"It's a 2014 Holden Cruze Z-Series, grey with a grey interior, 4 cyl 1.8L engine, front-wheel drive, and has 65108 km on the odometer.",12995
"I have a 2018 Lexus RX350 Sports Luxury, 3.5L 6 cyl, automatic, AWD, and 136480 km on the odometer.",47888
"A 2007 Nissan Patrol ST-L (4X4) is available, white with a grey interior. It's a used model, with a 3 L, 4-cylinder diesel engine, and has 285146 km.",24990
"There is a used 2015 Nissan X-Trail ST-L in grey, featuring a black interior. It's an automatic with a 2.5L engine, 4 cyl engine, and has done 117407 km.",19999
"I have a 2016 Mazda BT-50 GT, a sleek SUV. It's an automatic with a 3.2L engine, 4 cyl engine, and has 130067 km on the odometer.",36950
"I am looking at a 2014 Mitsubishi Lancer XLS, a black, 2.4-liter 4-cylinder engine, front-wheel drive, automatic, and 151465 kilometers driven.",16990
"There is a used 2018 Mitsubishi Eclipse Cross LS in white, featuring a 1.5L engine, automatic transmission, and a stylish grey interior. It's done only 23363 kilometers.",29999
"I have a 2005 Mazda 3 NEO, a sleek grey Mazda. It's an automatic with a 2 L, 4 cyl engine, and has clocked 102673 km.",8995
I am looking at a 2016 Toyota HiAce DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX DX,31888
"I have a 2011 Ford Mondeo LX, a white 2011 hatchback with black interior. It's an automatic with a 2.3 L, 4 cyl engine, and has 130596 km on the odometer.",11990
"I have a 2013 Volkswagen Golf 90 TSI, a hatchback in white with grey interior. It's an automatic with a 1.4 L, 4 cyl engine, and has clocked only 108759 km.",15990
"I am looking at a used 2021 Lexus RX350L sports SUV, white with a 3.5L engine, automatic, and AWD. It's a 4-door SUV with 36809 kilometers.",89800
"I am looking at a used 2011 Holden Colorado LX, white exterior. It features a 3.6 L, 6 cyl engine, automatic, rear drive, and has 227125 km.",14950
"I am looking at a 2004 HSV Clubsport R8, a black, 5.7 L engine, rear drive, 8 cyl engine, automatic, with 170275 kilometers.",39990
"I am looking at a used 2014 Toyota Hiace LWB, silver, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 229,6 km.",23900
"I am looking at a 2012 Mitsubishi Triton GLX-R, silver, diesel, automatic, 2.5L 4 cyl engine, with 257,757 kilometers.",16990
"I have a 2018 Mitsubishi ASX LS, a white 2018 Mitsubishi ASX LS, used. It's a front-wheel drive with an automatic transmission and a black interior, having 68037 km.",22999
"I have a 2007 Toyota Aurion AT-X, a sleek silver exterior. It's an automatic with a 3.5 L, 4 cyl engine, and has clocked 151117 km.",9949
"I have a 2011 Toyota Corolla Ascent, a sleek silver hatchback. It's an automatic with a 1.8 L, 4 cyl engine, and has 16,0428 km on the odometer.",13990
"There's a used 2015 Mitsubishi Triton GL in white available. Diesel, manual, 2.5L engine, with 137631 kilometers, 229,631 km on the meter.",19990
"It's a 2021 Toyota Corolla ZR TWO Tone, white with a black interior, hatchback. Features an automatic transmission, 2 L, 4 cyl engine, and 44220 km on the clock.",35888
"I am looking at a used 2018 Hyundai Tucson Active. It's a white SUV with an automatic transmission, 2 L, 4 cyl engine, and a mileage of 75056 km.",25776
"I am looking at a used 2004 Toyota Hilux, red, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 529,813 km.",16999
"I am looking at a used 2020 LDV T60 Trailrider. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 5 seats.",33888
"I have a 2020 Hyundai Kona Active, a white SUV with a sleek interior. It's an automatic with a 2L engine, front-wheel drive, and has 46341 km on the odometer.",27990
"I am looking at a 2012 Kia Cerato SI, a silver hatchback with grey interior. It's an automatic with a 2 L, 4-cylinder engine, grey interior, and has 145934 km.",13999
"I am looking at a 2012 Hyundai I30 Elite, a white hatchback with grey interior. It's an automatic with a 1.8 L, 4 cyl engine, and has 119281 km.",15990
"It's a 2018 Nissan Qashqai TI SUV, 4 cyl 2L engine, front-wheel drive, automatic, in white with 55,744 km.",30990
"I am looking at a 2021 Toyota Corolla Ascent Sport Hybrid, white, 1.8 L 4-cyl engine, automatic, 5-door hatchback, 37892 km.",34990
"I am looking at a white 2015 Hyundai Iload. It's a diesel vehicle with a 2.5L diesel engine, automatic, and 229,747 km on the clock.",21950
"I am looking at a black 2005 Nissan Elgrand Highway Star. It's a used model, with a black exterior, rear drive, and has clocked 20631 km.",19900
"I have a 2013 Mitsubishi Lancer Sedan, white with a grey interior. It's a 4-cylinder, 2 L engine, front-wheel drive, and has clocked 291063 km.",7950
"It's a 2017 Hyundai Tucson Active X 2WD, grey with a black interior, used. Automatic transmission, front-wheel drive, and only 65128 km on the clock.",23990
"I am looking at a used 2005 Toyota Landcruiser Prado Grande. It features a 4 L, 6 cyl engine, automatic, and has covered 181169 km.",25888
"I have a 2023 Toyota Land Cruiser, used, grey with grey interior, used. It's a used model, with a 79-year-old son, who has a son.",121990
"I have a 2018 Volkswagen Transporter TDI 340 SWB LOW, white with black interior. It's a 4-cylinder, 2L diesel, automatic, with 2L engine, and has 229,810 km.",29987
"I am looking at a 2002 Toyota Celica SX, a silver hatchback with black interior. It's used with an automatic gearbox and a 1.8 L, 4 cyl engine, and has traveled 273640 km.",6999
"It's a 2017 Holden Barina LS Hatchback, red exterior, black interior, automatic transmission, 1.6 L, 4 cyl engine, with 71241 km on it.",14990
"I am looking at a used 2004 Subaru Forester XT Luxury, silver exterior. It features a 2.5L 4-cylinder engine, automatic, and AWD. It's clocked 284604 km.",11880
"I am looking at a 2022 Hyundai Tucson Highlander, a used SUV with an efficient 2L engine and automatic transmission. It's a front-wheel drive with just 1228 km on the odometer.",58990
"I am looking at a used 2017 Foton Tunland Ute / Tray. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 98801 km.",15990
"I am looking at a 2010 Ford Fiesta LX from scratch. It's a hatchback with an automatic transmission, 1.6 L, 4 cyl engine, and 173586 km on the clock.",8995
"I have a 2014 Hyundai I30 Trophy, a hatchback in silver with a black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 45,10 km.",10999
"It's a 2015 Mazda 6 GT Safety, blue, 2.2L 4 cyl diesel, front-wheel drive, automatic, in white with 65001 km on it.",23880
"I have a 2008 Nissan Elgrand Nippon Motors, a black 2008 Nissan Elgrand Highway Star, used. It's an automatic, rear-wheel drive, and has 60712 km.",23900
"A 2018 Subaru Outback 2.5I is available, white with a grey interior. It's an automatic with a 2.5L engine, AWD, and has 87601 km on the odometer.",29888
"I have a 2015 Volkswagen Transporter TDI 340 LWB, white with white interior. It's a 4-cylinder, 2 L diesel, automatic, with 2L engine, and has clocked 229,814 km.",26990
"I am looking at a used 2010 Mitsubishi Pajero VR-X LWB, white, diesel. It features a 3.2L 4-cylinder engine, automatic, and has covered 263446 km.",18999
"I am looking at a used blacktown MG 2023 MG ZST Essence. It's a used model, with a 1.3L 3-cylinder engine, front-wheel drive, and has 15 kilometers on it.",35690
"I have a 2009 Toyota HiAce, white with black interior. It's an automatic, unspecified engine size, with 279540 km, and has clocked 279540 km.",25900
"A 2019 Audi A3 40 Tfsi Quattro S Line Plus is available, grey with a black interior. This 4-door sedan features an automatic gearbox, a 2-liter 4-cylinder engine, and has 79995 km.",41800
"I am looking at a white 2016 Mahindra PIK-UP. It's a used model, with a 2.2L 4-cylinder diesel engine, and has traveled 77404 km.",17800
"A 2017 Audi Q2 1.4 Tfsi Design is available, grey with a black interior. This 4-door SUV features an automatic gearbox, 1.4 L, 4 cyl engine, and has clocked 37578 km.",35880
"It's a 2023 MG ZST Essence, blue, black, 1.3L 3 cyl, front-wheel drive, automatic, SUV, 5-door, 5-seat configuration.",35690
"I have a 2019 Ford Ranger XL 3.2L diesel engine, automatic, 3.2L engine, and 208293 kilometers on the odometer - white with 5 cyl engine, 5 seats.",36950
"There is a used 2013 Mitsubishi Outlander ES in white, featuring a 4 cyl 2L engine, automatic transmission, and a total mileage of 169051 km.",16990
"I have a 2004 Hyundai Santa FE GLS, a white SUV with an automatic transmission. It's equipped with a 2.7 L, 6 cyl engine and has done 182067 kilometers.",7995
"I have a 2013 Fiat 500 Lounge, black exterior and interior, used with a 0.9 L engine. It's an automatic, front-wheel drive, and has 83574 km on the odometer.",17990
"I am looking at a 2012 BMW 118I. White hatchback, automatic, 1.6 L, 4 cyl engine, rear drive, with 55,676 kilometers.",17880
"It's a 2015 Ford Falcon XR8, white, with a 5 L, 4-cylinder engine, rear drive, in the lot, having covered 61809 km.",63800
"There's a used 2014 BMW 420I Modern Line in black available. It's an automatic with a 2 L, 4 cyl engine, rear drive, and has done 83803 km.",34990
"I am looking at a used 2020 Subaru Outback 2.5I. This brown SUV features a leather interior, 2.5L 4 cyl engine, automatic, and has clocked 31601 km.",40888
"I have a 2012 Volkswagen Tiguan 155 TSI, a black SUV with an automatic transmission. It's equipped with a 2L 4-cylinder engine and has clocked 102233 km.",18888
"I am looking at a 2007 Honda Accord VTI, a white SUV with an automatic transmission, 2.4 L, 4 cyl engine, and 210012 km on the odometer.",6990
"I have a 2020 Skoda Kamiq 85TSI, black SUV with an automatic transmission. It's equipped with a 1 L, 3 cyl engine and has done 34339 kilometers.",30787
"I am looking at a white 2014 Toyota HiAce LWB, a dependable commercial vehicle. It's an automatic with a 2.7 L, 4 cyl engine, rear drive, and 18,9331 km driven.",24995
"A 2017 Audi A3 1.4 Tfsi Sportback, red with an automatic transmission, 1.4 L, 4 cyl engine, and 65068 km on the odometer.",31800
"It's a 2010 Mercedes-Benz M-Class ML300 CDI BlueEFFICIENCY, silver diesel, automatic, with a mileage of 205785 km.",14990
"I am looking at a used 2011 Ford Falcon G6. It features a 4 L, 4 cyl engine, automatic, rear drive, and has covered 227000 km.",9850
"I have a 2018 Lexus RX450H F Sport Hybrid, white exterior, red interior, 3.5L 6 cyl engine, automatic, with 125167 km, a used luxury SUV.",63888
"It's a 2016 Hyundai Tucson Active, blue, with a 2L 4-cylinder engine, front-wheel drive, and has clocked 105101 km. clocked only 5 seats.",20888
"I am looking at a 2021 Mazda 3 G20 Touring, white with a black interior. It's a used model, with a 2L 4-cylinder engine, front-wheel drive, and has 54176 km on the odometer.",29888
"I am looking at a used 2019 BMW X5 Xdrive 30D. It features a 3 L, 6 cyl diesel engine, automatic, and AWD. It's clocked 53570 km.",86888
"I am looking at a used 2017 BMW X4 Xdrive 35D. It features a 3 L, 6 cyl diesel engine, automatic, and AWD. It's clocked 81697 km.",46800
"I am looking at a 2009 Holden Cruze CDX, a blue hatchback with black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has 182250 km.",7995
"I am looking at a 2013 Holden Cruze CD Equipe, a silver hatchback with automatic transmission, 1.8 L, 4 cyl engine, and 154887 km on the clock.",9995
"I am looking at a used 2015 Hyundai Tucson Elite. This blue SUV features a 1.6L 4-cylinder engine, automatic, and has 65604 km on the odometer.",27990
"There is a used 2013 Nissan Serena Highway Star in black, featuring an automatic gearbox. it's a front-wheel drive with just 93079 km on the odometer.",20900
"Check out this 2019 Toyota Corolla Ascent Sport in white. It's a 4-cylinder, 2 L engine, 4-cylinder, and has 76625 km on the odometer.",27888
"There is a used 2010 Volkswagen Polo 66 TDI Comfortline on offer. It's a hatchback with a black interior, automatic transmission, 1.6 L, 4 cyl engine, and 5 doors, 5 seats.",10990
"I am looking at a 2012 HSV GTS, a blue, 6.2 L engine, automatic, rear drive, 8 cyl engine, with 115631 kilometers.",89990
"I have a 2019 Audi A3 35 Tfsi, a white convertible with black interior. It's an automatic with a 1.4 L, 4 cyl engine, and has 55,676 km.",39880
"I am looking at a used 2016 Ford Ranger XL 2.2L diesel engine, automatic, 4-cylinder, grey interior, and has clocked 243000 km. 2.2L diesel, with a mileage of 4 doors, 5 seats.",24900
"I am looking at a white 2018 LDV G10 Executive. It's a used model, with a 2 L, 4-cylinder engine, rear drive, and has covered just 103218 km.",24800
"I am looking at a used 2006 Subaru Forester X Luxury SUV. It features a 2.5L 4-cylinder engine, automatic, and AWD. It's clocked 155068 kilometers.",7950
"I have a 2018 Toyota Camry Ascent Sport, white exterior, 2.5L 4 cyl engine, front-wheel drive, automatic, with 102587 kilometers on it.",26990
"A 2018 Mercedes-Benz AMG GT R is available, blue with an automatic transmission. It's done 6346 kilometers - a used luxury coupe - with a mileage of 6346 km.",398880
"I am looking at a used 2006 Toyota Landcruiser GXL, a white SUV with an automatic transmission. It's equipped with a 4.7 L, 8 cyl engine and has done 233001 kilometers.",28990
"There's a used 2015 Mercedes-Benz CLA250 Sedan in red available. It's an automatic with a 2 L, 4-cylinder engine, AWD, and has done 78403 km.",34800
"I am looking at a black 2013 Kia RIO S, a used hatchback. It features an automatic transmission, 1.4 L, 4 cyl engine, and has covered 89432 km.",15950
"I have a 2017 Maserati Ghibli Sedan, black with a 3 L, 4-cylinder engine, rear drive, and 45963 km on the odometer.",68800
"I have a 2014 Nissan Qashqai ST, a white SUV with black interior. It's an automatic with a 2L engine, and has 82748 km on the odometer.",19990
"I am looking at a 2007 Toyota HiAce Nippon Motors, white with a black interior. It's an automatic, unspecified engine size, with 67414 km.",39900
"I am looking at a 2018 Toyota Corolla Ascent Sport, blue, 1.8 L 4-cyl, automatic, 5-door hatchback, 67878 km. 'it's a used model, with 67878 km.",31995
"I have a 2016 Skoda Fabia 81 TSI hatchback, white exterior, grey interior. It's an automatic with a 1.2 L, 4 cyl engine, and has clocked 77925 km.",15420
"I am looking at a 2019 Toyota Corolla ZR, a silver hatchback with automatic transmission, 2 L, 4-cylinder engine, and 62698 kilometers on the meter.",31990
"A 2013 Alfa Romeo Awsum Autos, red with grey interior, used. It's a hatchback with an automatic transmission and a mileage of 115050 km.",10995
"I am looking at a used 2019 Toyota Landcruiser GXL, white, diesel. It features a 4.5L engine, automatic, and has covered 55,822 km.",97880
"It's a 2012 Toyota Voxy ZS Pty Ltd, black, auto, used, with 107350 km, and a total mileage of 107350 km.",19995
"I am looking at a used 2007 Mazda 3 SP23, grey exterior. It features a 2.3 L, 4 cyl engine, automatic, and has covered 240936 km.",5499
"I am looking at a 2015 Kia Sportage SI Premium, silver with a black interior. It's a used model, with a 2L 4-cylinder engine, front-wheel drive, and has 55,676 km.",21990
"I am looking at a used 2017 Toyota HiAce DX, silver, black. It's an automatic with a rear drive, and has 52320 km on the odometer.",49900
"There's a used 2016 BMW X3 X3 SUV in silver available. It's equipped with an automatic gearbox, a 2-liter 4-cylinder engine, and has traveled 55,678 km.",41990
"I have a 2019 Subaru Outback 2.5I, grey exterior. It's an automatic with a 2.5L engine, AWD, and has 66853 km on the odometer.",30888
"I am looking at a used 2020 Kia Stinger GT. This grey coupe features a 6 cyl 3.3L engine, rear drive, automatic, and has clocked 57800 km.",54800
"It's a 2015 Volkswagen Touareg 150 TDI, white, diesel. Automatic transmission, 3 L, 4-cylinder engine, and it's done 129961 kilometers.",25999
"It's a 2021 Suzuki Swift Sport, blue, black, front-wheel drive, automatic, 6643 km, car's owner says it's a used model.",29880
"I have a 2017 Kia Picanto SI hatchback, grey interior, automatic transmission, 1.2 L, 4 cyl engine, with 124286 km on the odometer.",14990
"I have a 2020 LDV G10 commercial, 4-door with a 1.9 L, 4-cylinder engine, rear drive, in white. It's an automatic with just 70500 km.",26995
"I have a 2020 Mazda 3 G25 Astina, a hatchback with automatic transmission, 2.5L 4 cyl engine, and 15320 km on the odometer.",39990
"I am looking at a red Kia Stinger GT, a used model, with a 3.3 L, 4-cylinder engine, rear drive, and 29189 kilometers on it.",50990
"I am looking at a used 2017 Toyota Hiace LWB, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 229,8100 km.",39990
"I am looking at a 2014 Hyundai Imax Wagon, black, diesel, automatic, rear-wheel drive, 2.5L 4 cyl engine, with 177244 kilometers.",24950
"I have a 2023 Nissan X-Trail TI-L, used, with a black exterior and 2.5L 4WD engine. It's an automatic, with 698 km, a used gem.",56483
"I am looking at a 2021 Kia Carnival Platinum, a black, 3.5L 6 cyl, automatic, front-wheel drive, and 69476 km on the odometer.",64888
"I have a 2009 BMW X3 X3 Xdrive, a sleek grey SUV. It's an automatic with a 2L diesel engine, 4 cyl engine, and has 266859 km on the odometer.",7888
"I have a 2014 Nissan X-Trail ST-L, white crossover with a black interior. It's an automatic with a 2.5L engine, and has 267823 km on the odometer.",10999
"I have a 2010 Hyundai IX35 Highlander, grey with a black interior. It's an automatic with a 2L diesel engine, AWD, and has clocked 5 doors, 5 seats.",15950
"I am looking at a used 2016 Ford Ranger XLT 3.2L diesel engine, automatic, with a mileage of 3.2L. It's a grey 2016 Ford Ranger, with 5 cyl engine, and 5 doors, 5 seats.",35999
"I have a 2018 Toyota RAV4 GXL, white SUV with a black interior. It's an automatic with a 2.5L engine, AWD, and has 55,676 km.",34990
"I am looking at a 2020 Toyota Camry Ascent, silver, used. It comes with an automatic gearbox, 2.5L engine, and has traveled 4 cyl engine, and has traveled 5 seats.",39888
"I have a 2016 Mazda BT-50 XTR, a white 2016 Mazda BT-50 XTR, used. It's a diesel, automatic, with a 3.2L engine, and has covered 98634 km.",36990
"I have a 2008 Porsche Cayenne S, a black SUV with a black interior. It's an automatic with a 4.8 L, 8 cyl engine, and has 16,7642 km on the odometer.",24950
"I have a 2017 Mazda 3 SP25, a sleek red exterior. It's an automatic with a 2.5 L, 4 cyl engine, rear drive, and has 55,9479 km.",21990
"I am looking at a used 2019 Toyota Hilux SR. It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 117345 km.",47888
"I have a 2017 Kia Sorento Sport, grey exterior, black interior, 2.2L diesel, automatic, AWD, and 99851 km on the odometer.",32888
"I am looking at a used 2017 Mazda CX-9 GT. This grey SUV features a black interior, 2.5L 4 cyl engine, automatic, and has 130420 km on the odometer.",29999
"I have a 2014 Subaru Liberty 2.5I Premium, grey exterior, black interior. It's a 4-door sedan with a 2.5L engine, automatic, and AWD. It's clocked 152443 km.",16290
"There is a used 2015 Toyota Hilux SR5 in white, diesel-powered. It's an automatic with a 2.8 L, 4 cyl engine, 4 doors, 5 seats.",40990
"I am looking at a used 2019 Nissan Navara ST-X, white, diesel. It features a 2.3L 4-cylinder engine, automatic, and has covered 27936 km.",47990
"I am looking at a used 2011 Ford Ranger XL 3.2L diesel engine, white with a black interior. It comes with a 3.2L engine, automatic transmission, and 4 doors, 4 seats.",16880
"I have a 2019 Kia Optima SI, a sleek silver interior. It's an automatic with a 2.4 L, 4 cyl engine, and has clocked 58147 km.",23990
"I have a 2014 BMW 328I Sedan, black exterior and interior. It's an automatic with a 2 L, 4 cyl engine, rear drive, and has 55,676 km.",28800
"I have a 2016 Toyota Kluger GX, a white 2016 SUV with a black interior. It's an automatic with a 3.5L engine, and has 39653 km on the odometer.",36999
"I have a 2019 Hyundai Tucson Elite Crdi, white with grey interior. It's a 4-door SUV with a diesel 2L engine, 5 seats, and has clocked 55121 km.",33888
"I have a 2022 Ford Puma ST-Line, a white SUV with black interior. It's an automatic with a 1 L, 3 cyl engine, and has clocked 4272 km.",33990
"I have a 2023 MG ZST Vibe, a used blacktown SUV with an automatic transmission. It's a front-wheel drive with just 15 km on the odometer.",28990
"I have a 2015 Mercedes-Benz C200 Sedan, black with a black interior. It's an automatic with a 2 L, 4 cyl engine, rear drive, and has clocked 105908 km.",30990
"2014 Toyota Corolla ZR is available, grey with a grey interior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 157501 km.",16990
"I have a 2022 Nissan X-Trail ST 7 seater, black exterior and black interior. It's an automatic with a 2.5L engine, front-wheel drive, and has clocked 9129 km.",32888
"I have a 2019 Toyota RAV4 GX 2WD hybrid, black with a black interior. It's an automatic with a 2.5L engine, and has clocked 189119 km.",33480
"I have a 2015 Ford Ranger XLT 3.2L diesel engine, rear drive, automatic, with 121605 kilometers, in silver. It's a diesel with a black interior, and has clocked 121605 km.",38995
"I am looking at a used 2021 Mitsubishi ASX ES, a white SUV with grey interior. It's got a 2L 4-cylinder engine, automatic, and has covered 42773 km.",28888
"I am looking at a white 2019 Toyota RAV4 GX, a dependable SUV. It's an automatic with a 2L engine, front-wheel drive, and has clocked 77123 km.",37995
"I am looking at a white 2014 Toyota HiAce Slwb, a dependable commercial vehicle. It's an automatic with a 2.7 L, 4 cyl engine, rear drive, and 16,5215 km driven.",35990
"I have a 2014 Hyundai Santa FE Highlander Crdi, white exterior with black interior. It's a 4-door SUV with a 2.2L diesel engine, automatic, and AWD, and has 158593 km.",22990
"It's a 2015 Nissan Caravan DX Autoproject, brown with a black interior, used. Automatic transmission, 174143 km, with a mileage of 174143 km.",21888
"I have a 2010 Volkswagen Passat 118 TSI, a white Volkswagen Passat. It's an automatic with a 1.8 L, 4 cyl engine, front-wheel drive, and has clocked only 199167 kilometers.",7950
"I have a 2019 BMW X3 Sdrive 20I, white with a white interior. It's an automatic with a 2L 4-cylinder engine, and has 55,823 km.",52800
"I have a 2021 Toyota Landcruiser Prado Kakadu, used. It's an automatic with a 2.8 L, 4 cyl engine, and has clocked 34126 km.",89880
"I am looking at a white 2019 Mazda 3 G20 Pure. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 61817 km on the clock.",32447
"I am looking at a 2020 Kia Cerato S, blue, cyl 2L 4-cylinder engine, front-wheel drive, automatic, 5 doors, 5 seats.",24888
"I have a 2015 Kia Optima GT, a sleek black sedan. It's an automatic with a 2 L, 4-cylinder engine, and has 95217 km on the odometer.",24990
"There is a used 2016 Holden Cruze Z-Series in blue, featuring a 1.8 L, 4 cyl engine, automatic, and a stylish black interior. It's done only 71420 kilometers.",14990
"There's a used 2015 Toyota Camry Altise Hybrid in white available. It's an automatic with a 2.5 L, 4 cyl engine, and has done 158742 kilometers.",27900
"I am looking at a used 2018 Honda CR-V VTI-LX, white, leather interior. It features a 1.5L 4-cylinder engine, automatic, and AWD. It's done 91244 kilometers.",33990
"I have a 2020 Toyota HiAce LWB GL Pack, white with grey interior. It's a 4-cylinder, 2.8 L diesel, automatic, with 67372 km.",54990
"I have a 2011 Toyota Corolla Ascent, white with a black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked only 107000 km.",12999
"I am looking at a used 2011 Mazda 6 Classic. Grey with grey interior, 2.5L 4 cyl engine, front-wheel drive, automatic, and 133385 km driven.",12990
"I have a 2017 Mazda BT-50 XTR, a sleek silver exterior. It's an automatic with a 3.2L engine, rear drive, and has clocked 81714 km.",31987
"I have a 2023 MG ZST Essence, a used model, red with a black interior. It's an automatic with a 1.3L engine, and has clocked only 15 doors.",35690
"A 2022 Mazda CX-5 GT SP Turbo, grey with a grey interior, 2.5L 4 cyl engine, automatic, AWD, and 7492 km on the odometer.",55667
I am looking at a black 2005 Mazda SP23 BK Series 1 SP23 BK Series 1 SP23 BK Series 1 SP23 BK Series 1 SP23 BK Series 1 SP23 BK Series 1 SP23 BK Series 1 SP23 BK Series 1.,5995
"I have a 2016 Audi Q7 3.0 TDI Quattro, white with a white interior. It's a 6-cylinder, 3 L diesel, automatic, with 90801 km.",44800
2013 Nissan Caravan 03 **** *************************************************************************************************************************************************************************************************************************************************************************************************************************,25888
"I have a 2011 Mitsubishi ASX 4WD, 4 cyl, 1.8L diesel, automatic, 5-door SUV, with 87092 kilometers on the odometer.",16800
"I have a 2021 BMW X3 X3 X3 M Sport, 2L 4 cyl, automatic, AWD, and 20816 km on the odometer.",79800
"I have a 2015 Volkswagen Multivan Comfortline TDI340 blue, used. It's a 4-cylinder, 2 L diesel, automatic, with 37448 km on the odometer.",42990
"I am looking at a used 2019 Volvo XC60 D5 R-Design. It features a 2L diesel engine, automatic, and AWD. It's clocked only 4 doors, 5 seats.",64990
"I have a 2013 BMW Z4 Sdrive 20I, a sleek black exterior. It's an automatic with a 2 L, 4-cylinder engine, rear drive, and has 79263 km on the odometer.",32800
"I have a 2019 Fiat 500 Lounge, a red hatchback with black interior. It's an automatic with a 1.2 L, 4 cyl engine, and has 16222 km on the odometer.",20800
"I am looking at a 2007 Volkswagen Golf GTI, a white hatchback with automatic transmission, 2 L, 4-cylinder engine, and 147681 kilometers on the odometer.",12990
